Num1,Num2,Num3,Num4,Num5,PowerBall,PowerPlay
53,39,29,20,5,6,3
53,44,16,22,45,19,2
53,56,28,34,51,11,2
53,60,40,68,69,22,3
53,60,68,43,13,5,2
54,1,25,21,11,7,2
54,2,15,65,38,11,4
54,9,68,4,16,21,2
54,12,11,16,15,25,5
54,12,33,36,28,5,3
54,22,16,1,5,24,3
54,23,19,7,50,14,2
54,26,17,21,47,7,2
54,29,42,51,24,16,3
54,32,15,47,16,6,3
54,32,35,40,52,1,5
54,38,22,15,66,3,2
54,41,9,3,21,25,4
54,44,42,29,51,12,2
54,46,28,50,19,9,2
54,48,4,56,36,2,3
54,52,21,64,68,4,3
54,66,55,61,11,9,3
54,67,19,53,35,21,2
55,6,25,68,4,26,2
55,6,31,51,54,12,2
55,9,11,19,17,1,2
55,9,39,32,5,9,2
55,10,5,67,28,9,3
55,16,50,31,61,9,4
55,24,63,53,44,19,2
55,25,60,19,48,18,2
55,26,2,33,57,22,2
55,27,64,52,60,21,3
55,30,56,20,45,14,2
55,37,65,7,67,12,5
55,44,21,50,40,16,3
55,45,69,19,42,6,2
55,49,16,28,51,23,2
55,63,2,16,22,22,4
55,63,69,39,37,23,2
55,67,10,12,65,3,3
55,68,47,54,14,25,2
55,69,23,64,59,13,5
56,1,33,34,59,18,3
56,2,65,12,37,21,3
56,4,9,47,36,7,5
56,6,4,30,16,18,2
56,8,41,64,3,18,2
56,9,17,3,6,25,3
56,17,54,63,69,20,2
56,23,28,5,43,19,2
56,33,58,51,11,18,2
56,33,66,68,64,12,2
56,37,29,1,68,13,2
56,37,69,32,66,11,3
56,41,33,47,10,10,2
56,43,5,68,62,24,2
56,45,10,40,67,2,2
56,46,42,12,8,12,2
56,53,45,21,3,22,2
56,61,11,51,5,2,2
56,62,54,63,4,10,2
56,67,52,19,22,21,2
56,68,38,42,69,4,2
57,2,65,58,60,26,2
57,7,25,46,6,12,3
57,15,29,3,54,10,3
57,25,8,56,9,22,2
57,32,30,42,56,11,4
57,40,18,25,31,4,3
57,41,35,30,23,2,3
57,41,50,26,1,11,2
57,43,2,55,9,18,2
57,43,31,55,1,22,2
57,47,35,19,6,9,3
57,54,29,22,18,8,3
57,54,53,56,39,20,3
57,58,7,36,48,24,2
57,60,46,66,37,8,2
57,62,69,49,48,19,3
58,1,26,55,28,25,2
58,1,32,42,12,12,2
58,2,15,19,8,10,2
58,2,65,11,48,13,2
58,4,17,35,15,17,3
58,11,28,51,13,1,2
58,20,43,9,26,9,2
58,28,51,41,36,24,2
58,30,66,53,48,9,2
58,33,13,68,16,24,5
58,35,28,34,3,17,2
58,38,59,64,68,21,3
58,44,21,50,12,26,3
58,45,51,57,32,12,2
58,50,1,28,34,8,2
58,51,37,54,60,19,2
58,57,20,44,16,6,4
58,59,43,31,66,9,2
58,59,47,28,6,18,2
58,61,45,48,10,2,3
59,10,9,37,62,26,3
59,13,24,62,17,8,2
59,20,6,57,29,22,2
59,21,49,11,8,15,2
59,23,39,20,60,18,2
59,24,64,50,14,2,2
59,28,26,24,63,16,3
59,30,42,14,41,6,5
59,30,49,35,13,4,3
59,39,36,16,28,4,2
59,39,41,54,62,12,3
59,60,6,50,15,13,2
59,66,35,50,49,6,2
59,67,10,55,43,2,3
60,16,21,27,61,6,2
60,18,38,23,11,9,2
60,21,49,28,6,20,2
60,29,18,27,8,15,2
60,31,63,54,32,12,4
60,39,33,4,46,6,2
60,41,47,17,61,17,3
60,45,48,33,35,16,2
60,52,14,16,36,16,3
60,56,7,24,23,25,2
60,62,23,57,44,9,2
60,66,22,59,57,7,2
61,2,7,52,1,4,3
61,3,42,32,34,7,2
61,3,51,45,15,8,2
61,5,7,69,63,18,2
61,10,49,65,63,7,2
61,10,69,51,15,14,3
61,14,19,62,64,4,2
61,14,34,32,46,10,2
61,17,19,26,62,15,2
61,19,1,48,31,6,2
61,24,51,6,2,1,2
61,24,69,64,63,18,5
61,26,45,5,22,13,3
61,38,66,55,3,1,3
61,50,12,5,69,23,2
61,51,37,46,35,13,2
61,52,51,64,3,6,2
61,59,28,6,44,21,2
61,62,37,39,25,11,3
61,69,47,27,62,4,10
62,2,30,19,14,22,2
62,11,18,58,39,3,2
62,12,30,17,45,5,2
62,16,54,57,69,23,2
62,28,6,59,69,21,3
62,30,12,25,52,8,3
62,30,60,64,16,25,3
62,31,56,46,29,8,2
62,31,66,6,16,18,2
62,32,15,65,21,26,5
62,36,11,21,27,24,3
62,41,21,52,6,26,2
62,44,65,18,42,23,2
62,45,36,64,38,19,2
62,52,13,12,44,6,2
62,54,4,2,61,14,3
62,55,53,9,30,23,3
62,61,38,34,42,19,2
62,63,28,7,64,10,3
62,68,61,11,36,4,2
63,9,35,64,54,1,2
63,12,8,45,46,24,2
63,13,45,17,15,13,2
63,17,51,2,33,26,2
63,22,5,43,57,24,2
63,28,16,40,23,1,2
63,28,62,7,37,15,2
63,37,7,39,25,1,3
63,37,25,27,36,7,2
63,39,59,34,10,4,2
63,40,8,49,58,14,3
63,51,59,61,50,4,5
63,55,34,37,14,20,2
63,61,48,19,37,12,2
63,66,53,59,41,3,3
63,67,1,69,28,17,4
63,68,17,36,47,25,2
63,68,41,16,14,26,2
64,8,48,30,57,9,2
64,12,41,44,52,25,2
64,24,59,41,11,15,3
64,26,1,3,41,17,2
64,27,65,13,47,9,3
64,33,24,23,51,5,2
64,35,17,6,21,18,2
64,35,21,62,33,24,2
64,35,63,23,25,25,3
64,40,31,3,37,17,3
64,41,40,58,65,17,3
64,43,60,9,15,4,3
64,44,18,2,41,26,2
64,46,28,62,15,17,3
64,49,57,23,67,20,2
64,52,44,69,54,26,3
64,56,61,23,67,12,5
64,59,66,58,52,9,2
64,66,40,5,37,5,3
65,5,15,38,47,10,3
65,7,14,57,17,24,5
65,8,7,50,35,20,4
65,9,44,36,32,1,3
65,9,58,57,45,9,2
65,12,2,32,50,5,3
65,14,46,68,61,13,2
65,16,63,10,32,17,2
65,27,59,14,29,12,2
65,28,49,60,4,25,2
65,30,10,23,54,11,4
65,33,4,53,43,21,3
65,40,44,59,27,20,2
65,61,22,18,43,2,4
66,6,28,12,35,26,3
66,9,24,46,4,7,3
66,12,22,54,69,15,2
66,14,3,6,11,21,2
66,14,34,6,16,25,3
66,15,7,38,32,15,2
66,22,13,54,27,9,2
66,23,59,48,20,4,2
66,27,11,9,67,2,3
66,28,23,56,5,17,5
66,37,22,14,45,5,3
66,45,23,35,67,20,3
66,50,61,39,2,15,2
66,52,60,24,25,5,3
66,53,18,42,62,25,3
66,57,2,31,24,18,3
66,57,5,69,21,13,3
66,64,45,53,1,3,3
67,1,25,5,63,3,2
67,7,6,11,66,19,3
67,10,31,63,41,5,3
67,14,8,33,36,17,2
67,16,63,38,55,25,4
67,18,16,55,27,18,3
67,20,65,14,39,2,3
67,21,65,31,64,5,3
67,30,34,39,53,11,2
67,34,46,55,16,14,3
67,49,18,14,36,18,2
67,63,58,15,39,7,2
68,2,23,3,16,7,2
68,3,21,6,60,24,2
68,7,1,48,64,5,2
68,12,56,32,67,26,3
68,17,20,63,32,19,5
68,17,24,62,48,23,2
68,24,15,67,6,11,2
68,27,63,33,66,9,2
68,33,20,63,28,20,2
68,38,69,1,17,18,2
68,41,53,27,25,2,2
68,48,67,39,53,26,3
68,59,10,34,11,14,3
68,59,61,44,29,19,2
68,60,18,43,58,14,2
68,63,14,8,61,24,2
69,12,65,59,30,16,5
69,19,22,66,34,5,3
69,20,14,30,54,11,2
69,22,21,65,8,26,2
69,23,2,59,40,13,2
69,25,35,14,58,24,2
69,30,11,9,43,20,2
69,32,52,66,20,23,3
69,36,45,47,18,14,3
69,38,49,4,11,16,3
69,43,54,44,61,22,3
69,45,8,44,51,12,3
69,47,11,67,38,14,2
69,52,27,31,41,26,3
69,53,45,56,28,20,3
69,54,49,30,66,8,2
69,54,57,51,60,11,2
69,57,52,39,36,1,3
69,58,13,29,2,4,3
69,61,33,58,35,25,5
69,61,43,13,36,18,3
69,68,23,2,4,15,3
